Symbol,RSA_Down,RSA_Up,Q1,Q3
HK1,-0.194383213,-1.633266871,0.344295174,0.856237092
HK2,-0.811982444,-0.311669569,-0.460313497,-0.070539005
HK3,-0.946827497,-1.195831765,-0.146756555,0.154508764
HKDC1,-0.513470848,-0.783300289,-0.380952944,0.277533013
HKR1,-0.585001172,-0.668380408,-0.510829935,0.709886562
HLA-A,-0.762005766,-1.470023547,0.151200647,0.455355451
HLA-B,-0.525564003,-1.085865597,0.259053036,0.7133047
HLA-C,-0.401177594,-0.454828616,-0.349014062,0.682436289
HLA-DMA,-1.535236882,-0.453356343,-0.568418947,-0.531643794
HLA-DMB,-0.283478442,-0.684683329,-0.293697183,0.987404514
HLA-DOA,-0.676725677,-0.234266627,-0.678645345,0.25697537
HLA-DOB,-1.18443611,-0.367879997,-0.642428473,-0.325161121
HLA-DPA1,-0.754268348,-0.675077123,-0.763224262,0.486765472
HLA-DPB1,-0.743621173,-0.458966759,-0.443896819,0.364966527
HLA-DQA1,-0.426541799,-0.762212718,-0.2696488,0.56166828
HLA-DQA2,-1.157132938,-0.410013738,-0.607194989,-0.309007401
HLA-DQB1,-0.517731785,-0.642976112,-0.429641307,0.46333016
HLA-DQB2,-1.341346451,-0.261889903,-0.929685658,-0.42013512
HLA-DRA,-0.183957795,-1.140102706,0.294347901,1.125304761
HLA-DRB1,-0.859920086,-0.701950444,-0.021667075,0.287477219
HLA-DRB5,-0.529682832,-0.564546949,-0.400016478,0.241591554
HLA-E,-0.420521579,-0.621612412,-0.656118137,0.914568567
HLA-F,-1.229194032,-0.721501945,-0.217560982,0.146045804
HLA-G,-0.424849479,-0.931307891,-0.185760923,0.525545514
HLCS,-0.649125675,-0.293643251,-0.604306423,0.218320277
HLF,-0.389263116,-1.199471932,0.331089378,0.742350836
HLTF,-0.785501232,-0.425949493,-0.302074334,0.086066736
HLX,-0.782779867,-0.42565664,-0.576978403,0.530951206
HM13,-0.632315297,-0.344396933,-0.672815166,0.080807121
HMBOX1,-1.166694826,-0.701869597,-0.56027513,-0.314369518
HMBS,-1.146392644,-0.215644066,-1.015844236,0.020253492
HMCES,-1.239887296,-2.223901582,-1.621722883,0.493218911
HMCN1,-0.725292799,-0.623522002,-0.868211163,0.386278286
HMCN2,-0.873359726,-0.866646962,-0.273562917,0.040699902
HMG20A,-0.019337654,-6.751296429,2.579766138,3.843034268
HMG20B,-0.700799191,-0.627127641,-1.007773392,0.92044172
HMGA1,-1.793999189,-0.145152048,-0.943065313,-0.48698085
HMGA2,-0.830126154,-0.313918399,-0.984809503,0.496710865
HMGB1,-0.987779192,-0.618924252,-0.681893471,0.184446917
HMGB2,-5.244048821,-0.010423764,-2.887048777,-1.914443353
HMGB3,-1.086371619,-0.309682257,-1.185151806,-0.264427772
HMGB4,-2.599005133,-0.095078434,-1.491922289,-1.077580801
HMGCL,-0.464089257,-0.349700481,-0.512417777,0.283211091
HMGCLL1,-0.479076529,-1.064261149,0.100714741,0.347337919
HMGCR,-0.397830503,-0.859502521,-0.23962965,0.936781617
HMGCS1,-1.593661456,-0.380425154,-1.921842251,0.229599805
HMGCS2,-0.681161635,-0.448772713,-0.624197754,0.346832542
HMGN1,-0.095888592,-1.332817255,-0.020775665,1.550571344
HMGN2,-1.537334942,-0.103217359,-1.653746089,-0.278952922
HMGN3,-1.06017394,-0.822109996,-0.46654076,-0.09965573
HMGN4,-0.861687016,-0.419638154,-1.194658587,0.653585175
HMGN5,-0.6797823,-1.007491451,0.206287023,0.659740154
HMGXB3,-0.531407294,-0.400894448,-0.790937943,0.17754856
HMGXB4,-0.155616621,-1.782628126,-0.195380424,2.248515781
HMHA1,-0.485296687,-0.465498649,-0.555443203,0.396594799
HMMR,-0.038276896,-4.424180838,1.447072784,2.911484414
HMOX1,-0.786359483,-0.850267075,-0.132548312,0.043210216
HMOX2,-0.191311715,-0.953753379,0.129697603,1.242050084
HMP19,-0.0728282,-1.525021939,0.115292441,1.937258014
HMSD,-0.448455964,-0.518958044,-0.197570709,0.350251303
HMX1,-0.953393486,-0.926135321,-0.358525943,0.220123488
HMX2,-0.277146936,-0.605683704,-0.109033866,0.811261169
HMX3,-1.021218308,-0.253687945,-1.066533927,-0.01882666
HN1,-1.45727124,-0.565054272,-1.867695572,0.37030231
HN1L,-0.721828483,-0.745024728,0.013251473,0.564587828
HNF1A,-0.776190048,-1.387542352,-0.062240715,0.284664965
HNF1B,-0.67098351,-0.682188687,-0.353855391,0.045688138
HNF4A,-0.333842592,-0.950156808,-0.08623851,1.288705306
HNF4G,-0.859815687,-0.506642382,-0.470794434,0.366747564
HNMT,-0.484514934,-1.275599146,-0.116011879,0.294468122
HNRNPA0,-0.691871718,-0.4162641,-0.798515732,0.333230794
HNRNPA1,-2.624893784,-0.09163105,-2.040676981,-1.089568434
HNRNPA1L2,-1.096151298,-0.600780599,-0.498152113,-0.271306874
HNRNPA2B1,-2.533088271,-0.409193541,-0.832511589,-0.742136493
HNRNPA3,-0.597416678,-0.292163435,-0.705290377,0.153592315
HNRNPAB,-0.291235308,-0.869441426,0.002346934,1.060715413
HNRNPC,-0.649354292,-0.658468193,-0.06139432,0.414201788
HNRNPCL1,-0.793604414,-0.698216287,-0.075875633,0.351601838
HNRNPD,-1.646721566,-0.100492816,-1.234809399,-0.285122167
HNRNPDL,-0.270308629,-1.139751154,0.294232292,0.905358751
HNRNPF,-0.120328344,-2.250388047,0.720030569,0.90861456
HNRNPH1,-1.332600928,-0.236018255,-1.407741687,-0.103573753
HNRNPH2,-0.999177635,-0.444198737,-0.289384841,0.044870782
HNRNPH3,-1.541488138,-0.183116747,-1.249956278,0.01486555
HNRNPK,-0.925749375,-0.425571164,-0.854392005,-0.033423711
HNRNPL,-1.088135341,-0.914791716,-0.358382648,0.164811139
HNRNPLL,-1.436767173,-0.066892748,-1.175584678,-0.179635263
HNRNPM,-0.275992489,-1.628303731,0.310209586,1.239445073
HNRNPR,-1.183845451,-0.487356505,-0.853496931,-0.324755305
HNRNPU,-0.951659901,-0.452896592,-1.296361427,-0.039611601
HNRNPUL1,-0.888716067,-0.154906464,-1.192366669,0.186856477
HNRNPUL2,-0.747137856,-0.606101232,-1.062531273,0.790959303
HOGA1,-0.635368484,-0.801618796,-0.324377665,0.175504417
HOMER1,-0.301782505,-1.827754722,0.363358675,0.609141338
HOMER2,-0.59951466,-0.737099834,-0.374036289,0.206641406
HOMER3,-0.627412184,-0.417024671,-0.793908266,0.650337098
HOMEZ,-0.321995185,-1.086512359,0.000537161,0.443305582
HOOK1,-4.605430736,-0.039731451,-2.770209252,-2.144420518
HOOK2,-1.076189545,-0.709084083,-1.438295836,0.723537296
HOOK3,-1.964725703,-0.329131813,-0.742024408,0.367059076
HOPX,-0.962969645,-0.336672706,-0.421530458,0.235025317
HORMAD1,-0.60022473,-0.337494713,-0.635773072,0.534796152
HORMAD2,-0.217601022,-0.897916356,0.099915994,1.229509455
HOXA1,-0.187861464,-1.472750274,-0.017324317,1.240797892
HOXA10,-0.304362595,-0.950488943,-0.305459176,0.741676486
HOXA11,-0.276950116,-1.186937947,0.322364133,0.741475426
HOXA13,-0.768014309,-0.207846565,-1.08637862,0.299510498
HOXA2,-0.894795955,-0.449175915,-0.55963215,-0.132481361
HOXA3,-1.101668674,-0.477362748,-0.242392303,0.01248316
HOXA4,-0.331863637,-1.153123133,-0.164201363,1.510114994
HOXA5,-0.57544031,-0.576784862,-0.856145182,0.861016007
HOXA6,-0.441413049,-0.756449231,0.021607948,0.728786716
HOXA7,-0.58214414,-0.743720132,-0.290870533,0.177965571
HOXA9,-0.82019566,-0.299782698,-0.479285001,0.091373332
HOXB1,-1.539187996,-0.176164136,-0.732357157,-0.24113507
HOXB13,-0.599946849,-0.499263104,-0.218254939,0.503183505
HOXB2,-0.351926149,-0.685692084,-0.035415909,0.39600382
HOXB3,-0.403827485,-2.100655557,0.360686997,0.51952241
HOXB4,-0.978166736,-0.398840482,-0.68368765,0.102050369
HOXB5,-0.753362792,-0.341873368,-0.779316811,0.004305904
HOXB6,-0.346487749,-1.135496042,0.291289749,0.658959331
HOXB7,-0.641064504,-0.486177895,-0.937508501,0.529082374
HOXB8,-1.073481791,-0.322170036,-0.810399191,0.468558741
HOXB9,-0.94378703,-0.780614443,-0.061794639,0.312309685
HOXC10,-0.240251319,-0.834638614,0.059093506,0.766205279
HOXC11,-1.030534238,-0.565577968,-0.148191784,0.290504716
HOXC12,-0.376247166,-0.837195483,-0.314790452,0.705694177
HOXC13,-1.214864389,-0.175130298,-1.28817569,-0.343869501
HOXC4,-0.462436812,-1.268950832,0.012580017,0.734740146
HOXC5,-0.31986211,-1.222727205,0.111612317,0.449621967
HOXC6,-0.391199094,-0.499320085,-0.303397259,0.726001373
HOXC8,-0.402981423,-1.323965458,0.244768425,0.94015149
HOXC9,-1.372552135,-0.939162108,-0.215739826,-0.203346495
HOXD1,-0.361535802,-0.98462699,0.191108959,0.938006329
HOXD10,-0.205399487,-1.709928136,0.339591035,1.446816104
HOXD11,-0.865325957,-0.154662913,-1.19885141,0.067354766
HOXD12,-0.839346447,-0.576058968,-0.254291683,0.072419403
HOXD13,-0.905674005,-0.332484696,-1.231934777,0.221938965
HOXD3,-0.50167942,-0.943895545,-0.224258727,0.219248232
HOXD4,-0.32823363,-0.922123787,-0.52107949,0.573820213
HOXD8,-0.590195667,-0.792018573,-0.398918423,0.118530476
HOXD9,-0.337600125,-0.943439177,-0.536386013,0.677588201
HP,-0.237637665,-0.714378564,-0.010870937,0.613034534
HP11026,-1.276391793,-1.335974455,-1.097440956,-0.097989208
HP1BP3,-0.314953852,-2.073072588,0.813210757,1.266008259
HPCA,-0.530123875,-0.87455061,-0.389289574,0.179213349
HPCAL1,-0.297058755,-0.592426697,-0.375006962,0.482543091
HPCAL4,-0.722612372,-0.282357987,-0.876122158,0.027046188
HPD,-0.552491428,-1.580159029,0.130156401,0.508754439
HPDL,-1.220137434,-0.945261516,-1.59951478,1.283753325
HPGD,-0.415083205,-0.702286097,-0.021387037,0.479022431
HPGDS,-0.550106438,-0.773549176,0.035995277,0.406220726
HPN,-0.751398167,-0.644183198,-0.772131642,0.940396991
HPR,-0.490632685,-0.687014886,-0.034442579,0.221755811
HPRT1,-0.848500848,-0.638886057,-0.19088745,0.109134989
HPS1,-1.197084302,-1.590870292,-0.786853144,1.124947247
HPS3,-3.037997802,-0.05848926,-2.327339944,-0.379188354
HPS4,-0.571382251,-0.808219647,-0.586290948,0.713902647
HPS5,-0.329926323,-0.800297939,-0.149969063,0.564414932
HPS6,-1.890446505,-0.118957883,-2.398840983,-0.281250103
HPSE,-2.010432327,-0.730466872,-0.421486073,-0.34418212
HPSE2,-0.358549719,-1.476791005,-0.566810069,1.358532161
HPX,-0.820038306,-0.716409697,-1.147119653,0.186676917
HR,-1.068873381,-0.526410215,-0.774057077,0.797643107
HRAS,-0.727223448,-0.350718705,-0.877256677,0.146949257
HRASLS,-1.454413878,-0.486184482,-1.038007392,0.212520196
HRASLS2,-3.259265019,-0.538964713,-2.759812009,0.812060284
HRASLS5,-0.176963164,-1.103341956,-0.214883239,0.729220421
HRC,-0.871457959,-0.290267572,-1.205350857,0.100290604
HRCT1,-1.062923365,-0.162648765,-0.85237111,-0.045436908
HRG,-0.254450316,-1.269556577,-0.082425307,0.557483559
HRH1,-0.59837286,-0.820024819,-0.199702814,0.577710133
HRH2,-0.355872181,-0.822838148,-0.378042518,0.558523017
HRH3,-0.307163736,-0.574135337,-0.143289505,0.466473386
HRH4,-0.679112584,-0.572977026,-0.217498032,0.231612643
HRK,-0.137628132,-1.337743328,0.413846796,1.172364648
HRNR,-0.184863673,-1.074956287,-0.184257393,1.428306774
HRSP12,-2.54606133,-0.119711038,-1.539245566,-0.550497448
HS1BP3,-0.698625276,-0.629539361,-0.649467925,0.150929093
HS2ST1,-0.250956182,-1.245720389,-0.390401358,1.610593494
HS3ST1,-0.486506574,-1.223879114,-0.06851898,0.662285607
HS3ST2,-0.659690651,-0.953440726,-0.908662375,1.292125287
HS3ST3A1,-0.481578445,-1.156577199,-0.738446245,1.067132573
HS3ST3B1,-1.019819652,-0.221886724,-1.37502635,0.272149673
HS3ST4,-0.522493266,-1.007808664,0.206514288,0.729979571
HS3ST5,-0.579455463,-1.159004134,0.305042246,0.742804322
HS3ST6,-0.77596275,-0.317396235,-0.45080737,-0.002486807
HS6ST1,-1.597248137,-0.095176312,-1.471823622,-0.035399505
HS6ST2,-0.778385459,-1.159976453,-0.721325983,0.871909114
HS6ST3,-2.134097573,-0.526152749,-2.49181462,0.764442476
HSBP1,-0.680339995,-2.467387481,0.256067901,3.130761519
HSBP1L1,-0.964140746,-0.466062242,-0.736864757,0.465969791
HSCB,-1.506695206,-2.462604278,-1.923541785,1.430402107
HSD11B1,-0.738053757,-0.791175511,-0.45044355,0.000108457
HSD11B1L,-1.42739686,-0.25042633,-0.818302435,-0.235260971
HSD11B2,-1.634062028,-0.397265055,-0.710827016,-0.072514326
HSD17B1,-0.766146848,-0.417124722,-0.312344062,-0.032632998
HSD17B10,-0.284692352,-1.87666754,0.253747374,0.503118988
HSD17B11,-0.501708927,-1.012314933,-0.236198499,0.752247344
HSD17B12,-0.865251078,-0.5260414,-0.448881452,0.386985123
HSD17B13,-0.737351275,-0.329077021,-0.731625822,0.52135701
HSD17B14,-1.150188953,-0.44070833,-1.521241617,0.594478118
HSD17B2,-1.245840729,-0.152450869,-1.566704544,-0.037125681
HSD17B3,-0.829332746,-0.355210088,-0.951642251,-0.083905625
HSD17B4,-0.954628526,-0.449164799,-0.576455667,-0.175682346
HSD17B6,-0.655187235,-0.631854282,-0.695593855,0.926711119
HSD17B7,-0.505016353,-0.506553658,-0.630038589,0.557208859
HSD17B8,-0.772886072,-0.640859949,-1.091828779,0.936245458
HSD3B1,-0.330771662,-1.206950106,0.168596129,0.756799019
HSD3B2,-0.485153593,-0.559631848,-0.360754684,0.236537306
HSD3B7,-0.58410481,-0.471559728,-0.248498594,0.590999562
HSDL1,-0.507559408,-1.654788775,0.091248103,0.235292671
HSDL2,-1.22134198,-0.176238052,-0.732037249,-0.347197243
HSF1,-1.486400922,-0.130130196,-0.966832614,-0.430441506
HSF2,-0.62849956,-0.456330785,-0.562563245,0.084558322
HSF2BP,-0.318945782,-0.697150549,-0.506301176,0.575347461
HSF4,-0.688064608,-0.650610486,-0.290155781,0.263371988
HSF5,-0.776354057,-0.8292352,-0.332280548,-0.040837929
HSFX1,-0.611136192,-0.426256227,-0.901445232,0.663114935
HSFX2,-0.777094305,-0.487209942,-0.492500551,0.475897392
HSFY1,-0.560298678,-1.068356066,-0.078173771,0.573958013
HSFY2,-0.560298678,-1.068356066,-0.078173771,0.573958013
HSH2D,-0.798492672,-1.503250243,0.041844133,0.478176141
HSP90AA1,-1.021443222,-0.326384931,-0.723585348,0.156098367
HSP90AB1,-0.164417711,-1.806663374,0.326754257,1.299558651
HSP90B1,-0.326225724,-0.46040265,-0.333042139,0.583186142
HSPA12A,-2.547541175,-0.48933815,-1.078460473,-1.051588558
HSPA12B,-1.805360433,-1.535429842,-2.290116095,1.275069185
HSPA13,-0.777366843,-0.629320291,-0.217684722,-0.041801241
HSPA14,-2.238384752,-0.125336136,-1.898657237,-0.897125838
HSPA1A,-0.927606813,-0.514913437,-0.20140593,0.097554277
HSPA1B,-0.760575798,-0.514913437,-0.20140593,0.3790501
HSPA1L,-0.773190918,-0.735390402,-0.447090703,-0.038310448
HSPA2,-0.379842989,-0.940497987,-0.181943502,0.527660669
HSPA4,-0.726241548,-0.594030986,-0.120269438,0.296592793
HSPA4L,-0.981532861,-0.256631364,-1.33140445,0.397512003
HSPA5,-0.51987316,-0.625736445,-0.196330064,0.531219758
HSPA6,-0.874783321,-0.71273647,-0.474120535,-0.11758653
HSPA8,-1.14649091,-0.673580167,-0.543274885,-0.30279522
HSPA9,-1.228602097,-0.194331986,-1.230769173,-0.351398267
HSPB1,-0.909721137,-0.465684915,-0.806043661,-0.044346327
HSPB11,-2.12096199,-0.364387011,-0.909041356,-0.609553472
HSPB2,-0.386141929,-0.768535713,-0.282084719,0.492174593
HSPB3,-0.801244118,-1.816974773,-1.126473495,2.292858207
HSPB6,-0.597034938,-1.173295778,-0.830476439,1.157837742
HSPB7,-2.195703446,-0.660088033,-1.050559475,-0.874560772
HSPB8,-0.601964368,-0.553331995,-0.890411359,0.82993851
HSPB9,-2.197751159,-0.049438042,-2.781010017,-0.358352228
HSPBAP1,-0.843627437,-0.713924787,-0.917932495,1.021198983
HSPBP1,-0.146554727,-2.200331905,0.690635016,1.768530112
HSPD1,-0.739746849,-0.260563522,-0.548089299,0.33763787
HSPE1,-0.277920766,-1.236838978,-0.080122321,0.955137335
HSPG2,-1.283814747,-0.445434774,-0.660878029,-0.385735658
HSPH1,-0.335770293,-0.749566706,-0.53359597,0.453616468
HTATIP2,-0.551283511,-0.96684121,-0.272949794,0.444596044
HTATSF1,-0.467896173,-0.45228703,-0.279174578,0.246881699
HTR1A,-0.272327645,-0.852866848,0.096931686,0.525193092
HTR1B,-0.818165926,-0.355430763,-0.600096334,-0.075438021
HTR1D,-0.349370349,-0.821255173,-0.137157294,0.633664049
HTR1E,-0.339562025,-0.872727837,-0.368916667,1.199099382
HTR1F,-0.889668428,-0.505735464,-0.489185859,0.319916255
HTR2A,-0.389601176,-0.789162486,0.048467441,0.591539725
HTR2B,-2.333561847,-0.162069531,-1.424693042,-0.521450591
HTR2C,-0.531209974,-0.886111212,0.120701876,0.478380733
HTR3A,-0.395072614,-1.050198369,-0.100981963,0.575857831
HTR3B,-0.993063887,-0.423036909,-0.345499509,-0.035091649
HTR3C,-0.546665937,-0.396215186,-0.681675457,0.315844083
HTR3D,-0.909266656,-0.35584459,-0.625146035,0.04920469
HTR3E,-0.135782385,-1.745428305,0.265008495,1.538321825
HTR4,-0.455273418,-0.766267996,-0.345620334,0.864356702
HTR5A,-0.874182248,-0.386111694,-1.20830801,0.595262041
HTR6,-0.581439957,-0.664305872,-0.176116599,0.522995126
HTR7,-1.885778135,-0.262206999,-0.890784,-0.717282928
HTRA1,-0.845508842,-0.6505198,-0.291931483,0.780211059
HTRA2,-0.558691998,-0.478746933,-0.837377744,0.325351003
HTRA3,-0.58663442,-0.929151641,-0.293355432,0.698263302
HTRA4,-1.159775692,-0.29412592,-0.596662051,0.128467466
HTT,-0.791182978,-0.297452586,-1.114382456,0.18919248
HUNK,-0.623113899,-0.652747107,-0.06628003,0.089612484
HUS1,-0.692029486,-0.525329276,-0.442115457,0.796162019
HUS1B,-0.732431348,-0.77282997,-1.044188454,0.550294283
HUWE1,-1.12238006,-1.420749032,-1.490379375,1.812848956
HVCN1,-0.400445216,-0.924915816,0.111747177,0.38724214
HYAL1,-0.295000158,-0.723409206,-0.312479187,0.5037073
HYAL2,-0.280804493,-1.296294832,0.390434608,0.510407623
HYAL3,-0.199636715,-0.918685594,0.144277948,1.039191868
HYAL4,-0.718239271,-0.570843589,-0.591698058,0.344487619
HYDIN,-0.368726024,-0.649231055,-0.069347263,0.382274123
HYI,-0.862222591,-1.743711883,-1.195272507,0.570198525
HYKK,-0.417685834,-0.947805695,-0.250511061,0.460692361
HYLS1,-1.168448877,-0.924499193,-1.543865838,0.903517756
HYOU1,-0.889383093,-0.29705104,-0.884924255,-0.128211763
HYPK,-0.027197082,-3.588608833,0.84770744,3.337440772
HYPM,-0.589932989,-0.335057959,-0.510650865,0.521302805
IAH1,-1.564831363,-0.336591672,-0.758277433,-0.547594756
IAPP,-0.505637057,-0.518473942,-0.361299059,0.787003406
IARS,-1.643177399,-0.512180005,-0.689418286,-0.400139818
IARS2,-0.463132425,-0.642535274,-0.382386807,0.83139417
IBA57,-1.298019589,-2.057524106,0.570736248,1.411708977
IBSP,-0.416877886,-0.608292026,-0.245241366,0.307964136
IBTK,-1.301885913,-0.255373278,-0.900808185,-0.105187581
ICA1,-1.039159177,-0.362100148,-0.798170668,0.17260289
ICA1L,-0.943840578,-0.929510534,-1.286671414,0.809463572
ICAM1,-0.380401015,-0.705985267,-0.018251323,0.709976989
ICAM2,-0.245674202,-1.595712303,0.561839737,0.711293931
ICAM3,-0.816269717,-0.284599673,-0.88734096,0.017040552
ICAM4,-0.620669057,-0.727125238,-0.404712187,0.445419794
ICAM5,-0.537631438,-0.495149588,-0.808683967,0.673591816
ICE1,-3.709035435,-0.026288751,-2.972406605,-1.459196478
ICE2,-1.828760804,-0.132260061,-2.319313808,0.12771649
ICK,-1.033164654,-0.627130802,-0.463972253,-0.230434162
ICMT,-2.319271969,-0.434764831,-0.941303336,-0.488459162
ICOS,-1.122942955,-0.305688347,-0.826128764,-0.288800613
ICOSLG,-1.235948678,-0.489849602,-0.594416077,-0.355274496
ICT1,-0.636435717,-0.546428428,-0.220090571,0.376441813
ID1,-0.160441538,-0.839463469,-0.150599281,0.776187593
ID2,-0.783894537,-0.759799672,-0.33410292,0.839267403
ID3,-0.663446602,-1.699990614,-0.964111904,2.148946577
ID4,-0.608394907,-0.55186065,-0.898579077,0.298074026
IDE,-1.486179939,-0.085751356,-1.677780942,-0.246488263
IDH1,-0.846044372,-1.103925962,0.096528071,0.382106598
IDH2,-1.475006954,-0.246329954,-0.593969302,-0.149449297
IDH3A,-1.305728321,-0.283436566,-0.506854251,0.022498741
IDH3B,-1.929395356,-0.549305585,-2.043260561,0.027072463
IDH3G,-0.933604649,-0.30301415,-0.474304286,0.096960466
IDI1,-0.469140064,-0.695406428,-0.499347945,0.998949836
IDI2,-0.59990249,-0.566248587,-0.666869597,0.77282267
IDNK,-1.13514475,-0.862183287,-0.231557044,0.041451361
IDO1,-0.879915728,-0.373068194,-0.998043257,-0.121167833
IDO2,-1.726584154,-0.737779735,-0.600764478,-0.063343396
IDS,-1.922673009,-0.418261191,-0.811243672,-0.591718055
IDUA,-1.37219963,-0.371102994,-0.370707107,-0.074351256
IER2,-1.339801432,-2.290678268,-1.732318734,2.885158971
IER3,-0.383512454,-0.743159295,-0.518080925,0.670766068
IER3IP1,-1.826744263,-0.987940322,0.193243805,0.557663337
IER5,-2.238261148,-0.189312967,-2.83310375,-0.570287445
IER5L,-2.715947131,-1.035613985,-3.197193227,-0.080641077
IFFO1,-1.557502398,-1.702286393,-1.551561431,1.777875309
IFFO2,-0.700071144,-1.913021366,-1.007048752,2.4071146
IFI16,-1.39951132,-1.08763286,-0.142541134,-0.008416828
IFI27,-0.470362591,-1.280746617,-0.097492234,0.710549007
IFI27L1,-1.052489255,-1.785329943,-1.168590346,-0.242589658
IFI27L2,-0.445291013,-0.56808585,-0.681039764,0.850085238
IFI30,-0.925854026,-3.154363118,0.784794545,2.912372169
IFI35,-0.234019739,-2.425305404,-0.357853902,1.714593676
IFI44,-0.454597605,-1.455050033,0.080642531,0.672654555
IFI44L,-0.516216255,-0.816508485,-0.043316754,0.428292395
IFI6,-0.447160654,-1.301800603,0.284323819,0.821157055
IFIH1,-0.5536093,-0.349920597,-0.483006522,0.155516546
IFIT1,-0.197874833,-0.800074144,-0.005483299,0.677562706
IFIT1B,-0.43934763,-0.474660101,-0.480373937,0.497904317
IFIT2,-0.350604576,-0.677928164,-0.555192754,0.845249638
IFIT3,-0.653300311,-0.626661913,-0.518493773,0.061815922
IFIT5,-1.487329895,-0.667233672,-0.613818284,-0.174949652
IFITM1,-0.172698156,-1.508627294,0.050308914,1.916708396
IFITM10,-1.189315401,-2.029282254,-1.567243629,1.559066322
IFITM2,-1.291377649,-1.0367745,-1.333829702,1.385227402
IFITM3,-0.461635742,-0.633400005,-0.083957485,0.254502736
IFITM5,-1.034508226,-0.383438546,-1.029613235,-0.060657103
IFNA1,-0.936096304,-0.631574642,-0.423743729,-0.120131534
IFNA10,-0.545223878,-1.124766144,0.284828879,0.725463852
IFNA13,-1.64307757,-0.631574642,-0.423743729,-0.120131534
IFNA14,-1.030609529,-0.435998613,-0.470507672,0.173723284
IFNA16,-0.846493941,-0.782393445,-0.233147838,0.106083126
IFNA17,-0.583491911,-1.131000905,0.122017066,0.579255405
IFNA2,-0.895957435,-0.756125649,-0.279425121,0.08228194
IFNA21,-0.710331343,-0.485836803,-0.233147838,0.132670344
IFNA4,-0.710331343,-1.131000905,-0.090509039,0.270830703
IFNA5,-0.553960893,-0.379562534,-0.53484697,0.596462423
IFNA6,-0.610947697,-0.602387244,-0.250272227,0.099824642
IFNA7,-0.619111128,-0.653519866,-0.507453444,0.664227154
IFNA8,-0.438372976,-1.006834798,0.007535394,0.318243698
IFNAR1,-0.861330219,-0.588382553,-1.194184451,0.405967677
IFNAR2,-0.680265612,-0.648245242,-0.070474199,0.116509601
IFNB1,-1.496186394,-0.237376388,-1.160231816,-0.509454528
IFNE,-0.582471422,-0.431905486,-0.866130082,0.383996904
IFNG,-0.475837506,-1.21595155,-0.025624016,0.863537028
IFNGR1,-0.55949742,-0.422215609,-0.838201782,0.657142182
IFNGR2,-0.928410748,-0.402722351,-1.26958444,0.630704031
IFNK,-0.921368799,-0.406827574,-0.753131208,0.360261436
IFNL1,-1.73292495,-0.245412999,-1.278311074,-0.637553047
IFNL2,-0.589891503,-0.370072913,-0.874470272,0.148355908
IFNL3,-0.888652548,-0.649933456,-0.630762294,0.94773985
IFNLR1,-0.542916183,-0.936040726,-0.817292338,0.857784089
IFNW1,-0.664146866,-0.44995373,-0.411645671,0.167006615
IFRD1,-0.500381468,-0.415962361,-0.593143463,0.304097175
IFRD2,-0.506803761,-0.325067501,-0.64660718,0.203676582
IFT122,-1.184977534,-0.243464832,-1.561435164,0.352130498
IFT140,-1.92998531,-0.654694785,-1.371920746,0.953009924
IFT172,-1.003353928,-0.294764158,-1.355794629,0.158527815
IFT20,-2.148698577,-0.258942691,-1.464280367,-0.851009387
IFT22,-0.428420579,-0.714973691,-0.186192267,0.673439844
IFT27,-0.821335876,-0.880400937,-0.401020372,1.207221182
IFT43,-0.62820552,-0.333753393,-0.922256845,0.512417088
IFT46,-0.486360067,-0.569588558,-0.540298674,0.663746366
IFT52,-1.4153385,-0.541197788,-1.333604987,0.81251128
IFT57,-1.282838578,-4.268194051,-1.667743777,2.282215255
IFT74,-0.94412019,-2.161157092,-0.361785256,2.566522902
IFT80,-0.318912501,-1.0634966,0.207118141,1.002022695
IFT81,-0.784216659,-0.46751411,-0.719615988,0.580866095
IFT88,-0.807203795,-0.432334148,-0.746642569,-0.001836422
IGBP1,-1.319074284,-0.337273572,-0.567843572,0.134363769
IGDCC3,-0.794245828,-0.761464669,0.02594666,0.486816961
IGDCC4,-0.469751888,-1.43097011,0.094521347,0.490256357
IGF1,-0.405379453,-0.694441229,-0.028324599,0.952625852
IGF1R,-0.428738386,-0.808135917,-0.145434648,1.129166278
IGF2,-0.720653178,-0.441901004,-0.297503964,0.020933848
IGF2BP1,-0.364422636,-0.957824349,0.172256965,0.377905145
IGF2BP2,-0.220512317,-1.546862146,0.205589252,0.634873244
IGF2BP3,-0.273088154,-0.86937152,-0.21807011,0.524186425
IGF2R,-0.253856256,-0.582544734,-0.273509367,0.868376993
IGFALS,-0.745850464,-0.714037649,-0.524546151,-0.016114647
IGFBP1,-0.69903303,-0.772175678,-0.480891147,0.987347957
IGFBP2,-0.252345881,-1.547162319,0.497764431,1.111336007
IGFBP3,-0.156902387,-1.547831839,-0.118608531,1.09775068
IGFBP4,-0.461741422,-0.916017984,-0.648722554,0.805557889
IGFBP5,-0.458048633,-0.804814708,-0.707365828,0.474999988
IGFBP6,-0.724725551,-0.928837728,-0.326328119,0.757509294
IGFBP7,-0.326221621,-1.243101873,0.0261014,0.873645617
IGFBPL1,-1.256024145,-0.256714889,-0.554725511,-0.367693447
IGFL1,-0.370200951,-1.116071004,-0.424691147,1.187086924
IGFL2,-1.082738851,-0.871771002,-0.492451652,0.761371578
