id,num,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
ELMSAN1,4,0.55259,0.55236,1,10050,0
PBX4,4,0.55264,0.5524,1,10051,0
C8orf76,4,0.55268,0.55244,1,10052,0
OSBPL6,4,0.5528,0.55255,1,10053,0
TCEB3,4,0.55282,0.55258,1,10054,0
P2RX4,4,0.55291,0.55266,1,10055,0
ABCC1,4,0.55294,0.55269,1,10056,0
SWAP70,4,0.55297,0.55271,1,10057,0
NDRG2,4,0.553,0.55273,1,10058,0
EIF4ENIF1,4,0.55302,0.55277,1,10059,0
GRAPL,4,0.55308,0.55283,1,10060,0
SAMD3,4,0.55314,0.55289,1,10061,0
DISP1,4,0.55317,0.55292,1,10062,0
ANXA1,4,0.55322,0.55298,1,10063,0
NWD2,4,0.55325,0.55301,1,10064,0
ADD1,4,0.55328,0.55304,1,10065,0
APITD1,4,0.55337,0.55313,1,10066,0
FAM166A,4,0.5534,0.55317,1,10067,0
KDM4A,4,0.55345,0.55322,1,10068,0
BST2,4,0.55348,0.55325,1,10069,0
LAMP3,4,0.5536,0.55336,1,10070,0
ZNF581,4,0.55362,0.55338,1,10071,0
PNRC2,4,0.55374,0.55349,1,10072,0
OTUB2,4,0.55377,0.55352,1,10073,0
RNF133,4,0.5538,0.55356,1,10074,0
PRKAA1,4,0.55384,0.55361,1,10075,0
OR5B21,4,0.55391,0.55367,1,10076,0
LBX1,4,0.55402,0.55378,1,10077,0
NAPEPLD,4,0.55408,0.55383,1,10078,0
GPR176,4,0.55414,0.55389,1,10079,0
FBXO16,4,0.55422,0.55396,1,10080,0
RAB11FIP3,4,0.55425,0.55399,1,10081,0
MOS,4,0.55438,0.55412,1,10082,0
SPAG16,4,0.55442,0.55417,1,10083,0
SULT1A4,4,0.55448,0.55423,1,10084,0
FAF1,4,0.55451,0.55426,1,10085,0
NHP2,4,0.55454,0.55429,1,10086,0
AP1S2,4,0.5546,0.55435,1,10087,0
CYP21A2,4,0.55462,0.55437,1,10088,0
CDK15,4,0.55465,0.5544,1,10089,0
CFAP97,4,0.55471,0.55445,1,10090,0
ZDHHC14,4,0.55477,0.55451,1,10091,0
NOTCH3,4,0.55482,0.55456,1,10092,0
ZBTB47,4,0.55482,0.55456,1,10093,0
NLRP2,4,0.55494,0.55467,1,10094,0
ASH2L,4,0.55497,0.5547,1,10095,0
CNPY2,4,0.55501,0.55473,1,10097,0
FLOT2,4,0.55501,0.55473,1,10096,0
TMEM26,4,0.55505,0.55478,1,10098,0
HIST1H2BL,4,0.55512,0.55485,1,10099,0
PRSS53,4,0.55517,0.55488,1,10100,0
SLC4A8,4,0.55538,0.5551,1,10102,0
C2orf57,4,0.55538,0.5551,1,10101,0
SPTY2D1,4,0.55542,0.55516,1,10103,0
NMNAT3,4,0.55548,0.55522,1,10104,0
HAGHL,4,0.55551,0.55525,1,10105,0
BPIFB4,4,0.55555,0.55529,1,10106,0
ATP10B,4,0.55562,0.55536,1,10107,0
ANKHD1-EIF4EBP3,4,0.55565,0.5554,1,10108,0
HEATR4,4,0.55568,0.55543,1,10109,0
GSG1L,4,0.55571,0.55545,1,10110,0
ACBD7,4,0.55579,0.55554,1,10111,0
CXCL11,4,0.55588,0.55564,1,10112,0
RPS6KA3,4,0.55591,0.55567,1,10113,0
NAGA,4,0.55593,0.5557,1,10114,0
TUBGCP2,4,0.55596,0.55573,1,10115,0
ATF7,4,0.55602,0.55578,1,10116,0
CD1E,4,0.55606,0.55582,1,10117,0
MB21D2,4,0.55606,0.55582,1,10118,0
ADNP2,4,0.55611,0.55586,1,10119,0
BTNL10,4,0.55629,0.55606,1,10120,0
PTPN6,4,0.55629,0.55606,1,10121,0
KRTAP2-2,4,0.55633,0.55611,1,10122,0
NUGGC,4,0.55642,0.55619,1,10123,0
KRTAP10-5,4,0.55645,0.55622,1,10124,0
EPCAM,4,0.55648,0.55624,1,10125,0
DPP9-AS1,4,0.5565,0.55628,1,10126,0
TMEM200A,4,0.55656,0.55633,1,10127,0
SPOCD1,4,0.55659,0.55636,1,10128,0
AKAP4,4,0.55663,0.5564,1,10129,0
GPR85,4,0.55663,0.5564,1,10130,0
UBR1,4,0.55667,0.55643,1,10131,0
ADAM20,4,0.55676,0.55651,1,10132,0
VDR,4,0.5568,0.55656,1,10134,0
NDST4,4,0.5568,0.55656,1,10133,0
DUS3L,4,0.55693,0.55669,1,10135,0
CRYGS,4,0.55699,0.55676,1,10136,0
QSOX2,4,0.55704,0.55682,1,10137,0
FAM209A,4,0.5571,0.55688,1,10138,0
ADAM28,4,0.55713,0.55692,1,10139,0
CCDC33,4,0.55717,0.55695,1,10140,0
RAD21L1,4,0.55724,0.55702,1,10141,0
NELL1,4,0.5573,0.55708,1,10142,0
PPP4R2,4,0.55733,0.55711,1,10143,0
DYM,4,0.55738,0.55717,1,10144,0
FAM161A,4,0.55744,0.55724,1,10145,0
SH3RF3,4,0.55753,0.55732,1,10146,0
NOX4,4,0.55756,0.55735,1,10147,0
TRIM8,4,0.55761,0.5574,1,10148,0
ZNF397,4,0.55767,0.55747,1,10149,0
BPIFC,4,0.5577,0.55749,1,10150,0
ANO10,4,0.55773,0.55752,1,10151,0
LOC100505549,4,0.55778,0.55759,1,10152,0
NKAIN4,4,0.55781,0.55763,1,10153,0
GUCD1,4,0.55784,0.55765,1,10154,0
CA11,4,0.55788,0.5577,1,10155,0
SLC45A1,4,0.55788,0.5577,1,10156,0
MMP21,4,0.55794,0.55775,1,10157,0
CDKN3,4,0.55794,0.55775,1,10158,0
OR8B12,4,0.55807,0.55788,1,10159,0
TMEM27,4,0.55812,0.55794,1,10160,0
MYBPHL,4,0.55815,0.55796,1,10161,0
CHAC2,4,0.55818,0.55799,1,10162,0
RSBN1,4,0.55832,0.55814,1,10163,0
RNF148,4,0.55835,0.55818,1,10164,0
CD209,4,0.55841,0.55824,1,10165,0
PTDSS2,4,0.55849,0.55832,1,10166,0
LONRF1,4,0.5586,0.55844,1,10167,0
KLF12,4,0.55865,0.55847,1,10168,0
OR52K2,4,0.55872,0.55854,1,10169,0
OR4A16,4,0.55886,0.55869,1,10170,0
HMGCL,4,0.55892,0.55875,1,10171,0
OR2J3,4,0.559,0.55883,1,10172,0
IL17B,4,0.55906,0.55887,1,10173,0
ACTR3B,4,0.55914,0.55896,1,10174,0
PPP1R16B,4,0.55926,0.55907,1,10175,0
BMPR1B,4,0.55931,0.55914,1,10176,0
UQCRHL,4,0.55934,0.55917,1,10177,0
ZNF580,4,0.55937,0.55919,1,10178,0
OR2T6,4,0.55954,0.55936,1,10179,0
ZNF813,4,0.55957,0.55939,1,10180,0
SEMA6A,4,0.55965,0.55948,1,10181,0
TM4SF18,4,0.55968,0.55951,1,10182,0
TMEFF1,4,0.55971,0.55954,1,10183,0
CYP4F8,4,0.55977,0.5596,1,10184,0
MBOAT1,4,0.55979,0.55962,1,10185,0
FAT2,4,0.55982,0.55965,1,10186,0
DHX16,4,0.55986,0.55969,1,10187,0
SPAG6,4,0.55991,0.55974,1,10188,0
SULT1C4,4,0.56002,0.55984,1,10189,0
RXFP2,4,0.56006,0.55989,1,10191,0
FAM24A,4,0.56006,0.55989,1,10190,0
EAF1,4,0.5601,0.55993,1,10192,0
TLK2,4,0.56016,0.55999,1,10193,0
GCNT7,4,0.56022,0.56004,1,10194,0
KLHL21,4,0.56025,0.56007,1,10195,0
CREG2,4,0.56027,0.56011,1,10196,0
DYNC1LI1,4,0.56033,0.56016,1,10197,0
CXCR6,4,0.56036,0.56019,1,10198,0
AKR1B1,4,0.56042,0.56025,1,10199,0
VEZT,4,0.56044,0.56028,1,10200,0
FAM47E-STBD1,4,0.56047,0.56031,1,10201,0
IL10RA,4,0.5605,0.56034,1,10202,0
PNN,4,0.56064,0.56047,1,10203,0
SLC16A8,4,0.56068,0.56051,1,10204,0
XKR7,4,0.56073,0.56056,1,10205,0
TMEM204,4,0.56084,0.56068,1,10206,0
BCL7A,4,0.56091,0.56075,1,10208,0
HEATR5B,4,0.56091,0.56075,1,10207,0
C5orf42,4,0.56095,0.56079,1,10209,0
LPAR6,4,0.56098,0.56082,1,10210,0
BPIFA1,4,0.56101,0.56085,1,10211,0
PRKG2,4,0.56104,0.56089,1,10212,0
C2orf66,4,0.56109,0.56094,1,10213,0
CA10,4,0.56109,0.56094,1,10215,0
PYROXD2,4,0.56109,0.56094,1,10214,0
LACE1,4,0.56115,0.561,1,10216,0
ANKRD32,4,0.56119,0.56104,1,10217,0
CHRNB4,4,0.56119,0.56104,1,10218,0
PNLDC1,4,0.56125,0.5611,1,10220,0
SARAF,4,0.56125,0.5611,1,10219,0
CLGN,4,0.56129,0.56114,1,10221,0
TSPAN10,4,0.56132,0.56116,1,10222,0
TRAPPC1,4,0.56139,0.56123,1,10223,0
PCDHGB4,4,0.56143,0.56128,1,10224,0
CHPF,4,0.56146,0.5613,1,10225,0
FADS2,4,0.56152,0.56136,1,10226,0
DCAF6,4,0.56154,0.56138,1,10227,0
DBX1,4,0.56157,0.56142,1,10228,0
CEP44,4,0.56163,0.56147,1,10229,0
C11orf71,4,0.56169,0.56152,1,10230,0
SRY,4,0.56171,0.56156,1,10231,0
CRY2,4,0.56176,0.5616,1,10232,0
TTC16,4,0.56185,0.56169,1,10233,0
ADAMTS13,4,0.56188,0.56173,1,10234,0
CT45A6,4,0.56191,0.56175,1,10235,0
ITGB2,4,0.56197,0.56181,1,10236,0
ERLIN2,4,0.56201,0.56185,1,10237,0
PMS2,4,0.56205,0.56189,1,10238,0
SOD3,4,0.56208,0.56192,1,10239,0
CRP,4,0.56216,0.56202,1,10240,0
VAMP8,4,0.56219,0.56205,1,10241,0
ZNF837,4,0.56222,0.56208,1,10242,0
HIGD1A,4,0.56225,0.56211,1,10243,0
ZNF827,4,0.56235,0.56221,1,10244,0
DGAT2L6,4,0.56235,0.56221,1,10245,0
RFTN2,4,0.56242,0.56228,1,10247,0
SGSM3,4,0.56242,0.56228,1,10246,0
AGPAT4,4,0.56242,0.56228,1,10248,0
DDX53,4,0.56256,0.56242,1,10249,0
GPRC6A,4,0.56259,0.56244,1,10250,0
SLC24A2,4,0.56261,0.56247,1,10251,0
CSTA,4,0.56273,0.5626,1,10252,0
NLRP5,4,0.56277,0.56264,1,10253,0
SULT2B1,4,0.56284,0.56271,1,10254,0
FOXD4L5,4,0.56288,0.56275,1,10256,0
YPEL2,4,0.56288,0.56275,1,10255,0
AGAP2,4,0.56292,0.56279,1,10257,0
PTPRCAP,4,0.56299,0.56286,1,10258,0
SMC5,4,0.56304,0.56291,1,10259,0
PABPC5,4,0.56309,0.56296,1,10260,0
EPT1,4,0.56315,0.56301,1,10261,0
OSTF1,4,0.56318,0.56304,1,10262,0
LOC100130705,4,0.56326,0.56313,1,10263,0
LSS,4,0.56336,0.56323,1,10264,0
TSHZ3,4,0.5634,0.56327,1,10265,0
OR1E1,4,0.56343,0.5633,1,10266,0
KIF16B,4,0.56346,0.56332,1,10267,0
PDIA2,4,0.56349,0.56336,1,10268,0
PNPLA4,4,0.56351,0.56338,1,10269,0
BFSP1,4,0.56354,0.56341,1,10270,0
HOXB5,4,0.56357,0.56344,1,10271,0
SMIM8,4,0.5636,0.56347,1,10272,0
KCTD11,4,0.56363,0.5635,1,10273,0
MUC12,4,0.56368,0.56355,1,10274,0
SUPT20H,4,0.56371,0.56358,1,10275,0
CXorf51A,4,0.56374,0.56361,1,10276,0
OR6C1,4,0.56377,0.56363,1,10277,0
SLC6A3,4,0.5638,0.56367,1,10278,0
LRRC37A2,4,0.56382,0.56369,1,10279,0
TSPY3,4,0.56385,0.56372,1,10280,0
DAAM1,4,0.56394,0.5638,1,10281,0
PDE1C,4,0.56396,0.56383,1,10282,0
AMELX,4,0.56399,0.56386,1,10283,0
WNT4,4,0.56412,0.56399,1,10285,0
GGH,4,0.56412,0.56399,1,10284,0
AKT3,4,0.56416,0.56404,1,10286,0
H2AFB1,4,0.56419,0.56407,1,10287,0
ITGB8,4,0.56424,0.56413,1,10288,0
PRR34,4,0.56433,0.56421,1,10289,0
ELP2,4,0.56436,0.56423,1,10290,0
DHX15,4,0.5644,0.56428,1,10291,0
WIF1,4,0.56444,0.56432,1,10292,0
EIF4A1,4,0.56447,0.56435,1,10293,0
S1PR5,4,0.5645,0.56438,1,10294,0
MMP11,4,0.56468,0.56456,1,10295,0
CCBL2,4,0.56472,0.5646,1,10296,0
SERPINB8,4,0.56475,0.56462,1,10297,0
ZNF175,4,0.56479,0.56466,1,10298,0
UGT3A1,4,0.56486,0.56472,1,10300,0
MYH4,4,0.56486,0.56472,1,10299,0
OSBP2,4,0.56492,0.56477,1,10301,0
RNF151,4,0.56495,0.5648,1,10302,0
ALS2CR12,4,0.56497,0.56482,1,10303,0
RAB17,4,0.565,0.56486,1,10304,0
RELA,4,0.56506,0.5649,1,10305,0
SORBS3,4,0.56509,0.56493,1,10306,0
STRIP2,4,0.56511,0.56495,1,10307,0
NIP7,4,0.56514,0.56497,1,10308,0
MUC13,4,0.56517,0.56501,1,10309,0
DHRS2,4,0.56528,0.56511,1,10310,0
TMEM175,4,0.56531,0.56514,1,10311,0
RCOR1,4,0.56542,0.56525,1,10312,0
CPXM1,4,0.56548,0.5653,1,10313,0
MMADHC,4,0.56551,0.56533,1,10314,0
CLDN6,4,0.56556,0.56538,1,10315,0
GNG10,4,0.56559,0.56541,1,10316,0
MRPL38,4,0.56569,0.5655,1,10317,0
CNOT1,4,0.56579,0.5656,1,10318,0
RBMX2,4,0.56584,0.56567,1,10319,0
AK6,4,0.5659,0.56572,1,10320,0
CES2,4,0.56593,0.56574,1,10321,0
ZNF568,4,0.566,0.56581,1,10322,0
NR2E1,4,0.56612,0.56592,1,10323,0
ZNF799,4,0.56615,0.56595,1,10324,0
NHS,4,0.56618,0.56597,1,10325,0
SLC47A2,4,0.56621,0.566,1,10326,0
MED12L,4,0.56625,0.56604,1,10327,0
CYB5R3,4,0.56625,0.56604,1,10328,0
IL36RN,4,0.56629,0.56608,1,10329,0
SETMAR,4,0.56635,0.56613,1,10330,0
TMEM249,4,0.56637,0.56616,1,10331,0
CHRNA2,4,0.5664,0.56619,1,10332,0
ISLR2,4,0.56651,0.56631,1,10333,0
RLTPR,4,0.56657,0.56637,1,10334,0
ITGB1,4,0.5666,0.5664,1,10335,0
TCEB3CL2,4,0.56665,0.56645,1,10336,0
C2orf16,4,0.56678,0.56659,1,10337,0
GLCCI1,4,0.56682,0.56664,1,10338,0
GBAS,4,0.56693,0.56675,1,10339,0
FAM107B,4,0.56702,0.56683,1,10340,0
FLRT1,4,0.56707,0.5669,1,10341,0
MUM1L1,4,0.56713,0.56696,1,10342,0
SPRR2D,4,0.56716,0.56697,1,10343,0
UROD,4,0.56721,0.56703,1,10344,0
PCDHGA8,4,0.56724,0.56705,1,10345,0
ANKRD46,4,0.56734,0.56715,1,10346,0
ACAD8,4,0.56738,0.56719,1,10347,0
HNRNPCL1,4,0.56742,0.56724,1,10348,0
SGK494,4,0.56749,0.56732,1,10349,0
ZMYND19,4,0.56757,0.56739,1,10350,0
EDA2R,4,0.56763,0.56745,1,10351,0
ATPIF1,4,0.56766,0.56749,1,10352,0
ZNF677,4,0.56769,0.56751,1,10353,0
BBIP1,4,0.56774,0.56757,1,10354,0
ZSWIM6,4,0.5678,0.56762,1,10355,0
LOC102724862,4,0.56783,0.56766,1,10356,0
C8orf33,4,0.56788,0.56772,1,10357,0
KLF13,4,0.56791,0.56774,1,10358,0
HAUS2,4,0.56799,0.56784,1,10359,0
CLIP4,4,0.56802,0.56786,1,10360,0
BCO1,4,0.56805,0.56789,1,10361,0
CCNB3,4,0.5682,0.56805,1,10362,0
KCNH1,4,0.56841,0.56826,1,10363,0
KCTD8,4,0.56844,0.56829,1,10364,0
PSME4,4,0.56847,0.56832,1,10365,0
FBXL3,4,0.56852,0.56838,1,10366,0
PM20D2,4,0.56858,0.56844,1,10367,0
KLHL36,4,0.56861,0.56847,1,10368,0
EPHB1,4,0.56866,0.56852,1,10369,0
ZNF644,4,0.5687,0.56856,1,10370,0
ESPL1,4,0.56884,0.56871,1,10372,0
BLOC1S3,4,0.56884,0.56871,1,10371,0
CREB3,4,0.56893,0.5688,1,10373,0
CCL2,4,0.56897,0.56885,1,10374,0
TARP,4,0.56902,0.56891,1,10375,0
ARHGAP6,4,0.56905,0.56893,1,10376,0
WSB2,4,0.56916,0.56904,1,10377,0
JTB,4,0.56916,0.56904,1,10378,0
ZNF625,4,0.56922,0.56911,1,10379,0
ISOC1,4,0.56925,0.56913,1,10380,0
TRIM5,4,0.56927,0.56916,1,10381,0
PLEKHF1,4,0.5693,0.56918,1,10382,0
CD74,4,0.56933,0.56921,1,10383,0
COLEC12,4,0.56941,0.56929,1,10384,0
TMEM217,4,0.56958,0.56944,1,10385,0
MAGEF1,4,0.56961,0.56947,1,10386,0
EPYC,4,0.56966,0.56954,1,10387,0
ULK1,4,0.56973,0.56961,1,10388,0
HPS4,4,0.56983,0.5697,1,10389,0
HAL,4,0.56987,0.56974,1,10390,0
GRM8,4,0.56987,0.56974,1,10391,0
RPN1,4,0.56996,0.56982,1,10392,0
FBXL18,4,0.57003,0.56989,1,10393,0
C1QTNF9,4,0.57005,0.56992,1,10394,0
POLDIP2,4,0.57008,0.56996,1,10395,0
BCL11B,4,0.57019,0.57007,1,10396,0
SPZ1,4,0.57025,0.57014,1,10397,0
C7orf61,4,0.57033,0.57022,1,10398,0
AGBL1,4,0.57036,0.57024,1,10399,0
TNMD,4,0.57044,0.57032,1,10401,0
TMTC3,4,0.57044,0.57032,1,10400,0
OR8D1,4,0.57052,0.57041,1,10402,0
C2orf44,4,0.57057,0.57046,1,10403,0
WNT2,4,0.57061,0.5705,1,10404,0
RPS6KL1,4,0.57066,0.57056,1,10405,0
SENP7,4,0.57075,0.57063,1,10406,0
PLXNB2,4,0.57079,0.57069,1,10407,0
ENO2,4,0.57086,0.57075,1,10408,0
C8orf48,4,0.57089,0.57078,1,10409,0
MRPL27,4,0.57091,0.57082,1,10410,0
VPS26B,4,0.57094,0.57084,1,10411,0
IDS,4,0.57119,0.5711,1,10412,0
DLX1,4,0.57123,0.57113,1,10413,0
CAP1,4,0.5713,0.57119,1,10415,0
FNIP1,4,0.5713,0.57119,1,10414,0
HNRNPAB,4,0.57137,0.57125,1,10416,0
SLC22A18,4,0.57147,0.57135,1,10417,0
SAYSD1,4,0.57161,0.57149,1,10418,0
SYBU,4,0.57165,0.57153,1,10419,0
FABP7,4,0.57169,0.57157,1,10420,0
CLDN34,4,0.57172,0.57159,1,10421,0
WDR5,4,0.57175,0.57162,1,10422,0
IFIT3,4,0.57177,0.57165,1,10423,0
CLUL1,4,0.5718,0.57168,1,10424,0
THOC6,4,0.57183,0.57171,1,10425,0
TMPRSS3,4,0.57194,0.57182,1,10426,0
SCGB1A1,4,0.57208,0.57196,1,10427,0
NFKBIE,4,0.57211,0.57199,1,10428,0
IFT81,4,0.57217,0.57205,1,10430,0
NXT1,4,0.57217,0.57205,1,10429,0
OR5B2,4,0.5723,0.57219,1,10431,0
ANGPTL6,4,0.57233,0.57222,1,10432,0
GALNT15,4,0.57238,0.57228,1,10434,0
HMGA2,4,0.57238,0.57228,1,10433,0
NPL,4,0.57245,0.57235,1,10435,0
CCDC108,4,0.57252,0.57242,1,10436,0
F13A1,4,0.57263,0.57254,1,10437,0
RAET1G,4,0.57266,0.57256,1,10438,0
KCNJ1,4,0.57274,0.57265,1,10439,0
BTN3A2,4,0.5728,0.57271,1,10440,0
PAOX,4,0.57282,0.57274,1,10441,0
TTC39A,4,0.57288,0.5728,1,10442,0
DPP4,4,0.57291,0.57282,1,10443,0
RUNX2,4,0.57299,0.57291,1,10444,0
ARL17A,4,0.57302,0.57294,1,10445,0
FAM181B,4,0.57307,0.57298,1,10446,0
FBXO43,4,0.57317,0.57308,1,10448,0
RGS10,4,0.57317,0.57308,1,10447,0
ST3GAL6,4,0.57324,0.57315,1,10449,0
ZDHHC22,4,0.57327,0.57317,1,10450,0
CDC27,4,0.57339,0.57328,1,10451,0
ANAPC2,4,0.57346,0.57335,1,10452,0
DNASE1L1,4,0.57349,0.57338,1,10453,0
ETAA1,4,0.57368,0.57356,1,10454,0
SUMO4,4,0.57371,0.57359,1,10455,0
DMRTC1B,4,0.57374,0.57361,1,10456,0
TSPYL1,4,0.57379,0.57367,1,10457,0
AK7,4,0.57387,0.57377,1,10458,0
LCE2C,4,0.5739,0.5738,1,10459,0
GSKIP,4,0.57393,0.57382,1,10460,0
LIG4,4,0.57396,0.57385,1,10461,0
LIPI,4,0.57398,0.57389,1,10462,0
NSUN3,4,0.57412,0.57403,1,10463,0
IMPACT,4,0.57419,0.5741,1,10464,0
CHRM4,4,0.57425,0.57416,1,10465,0
OR1J1,4,0.57432,0.57423,1,10466,0
TMEM59L,4,0.57443,0.57433,1,10467,0
SLC26A1,4,0.57445,0.57436,1,10468,0
LXN,4,0.57448,0.57439,1,10469,0
KRTAP6-3,4,0.57451,0.57442,1,10470,0
NCBP2,4,0.57454,0.57444,1,10471,0
RAB4A,4,0.57465,0.57455,1,10472,0
BRCA2,4,0.57469,0.57459,1,10474,0
YEATS2,4,0.57469,0.57459,1,10473,0
CLCN7,4,0.57474,0.57465,1,10476,0
P2RY2,4,0.57474,0.57465,1,10475,0
RAPGEF2,4,0.57485,0.57477,1,10478,0
HBG2,4,0.57485,0.57477,1,10477,0
ITGA2B,4,0.57492,0.57483,1,10479,0
PRORY,4,0.57495,0.57486,1,10480,0
LMOD2,4,0.57498,0.57488,1,10481,0
SYT1,4,0.575,0.57491,1,10482,0
PTK7,4,0.57506,0.57497,1,10483,0
ADRBK1,4,0.57509,0.57499,1,10484,0
PRAMEF12,4,0.57514,0.57504,1,10485,0
RAB39A,4,0.5752,0.5751,1,10486,0
MAP3K4,4,0.57528,0.57519,1,10487,0
PRRG2,4,0.57532,0.57522,1,10488,0
YKT6,4,0.57532,0.57522,1,10489,0
PREX2,4,0.57542,0.57532,1,10490,0
UBALD2,4,0.57546,0.57536,1,10491,0
PRKRIR,4,0.57553,0.57542,1,10492,0
IL17RB,4,0.57556,0.57546,1,10493,0
OR56A4,4,0.57558,0.57549,1,10494,0
CORO1A,4,0.57564,0.57554,1,10495,0
NWD1,4,0.57567,0.57556,1,10496,0
FRRS1L,4,0.57569,0.57558,1,10497,0
F2RL1,4,0.57586,0.57574,1,10498,0
LCLAT1,4,0.57586,0.57574,1,10499,0
NYAP2,4,0.57594,0.57582,1,10500,0
HHEX,4,0.57602,0.5759,1,10501,0
MFI2,4,0.57605,0.57592,1,10502,0
TBC1D19,4,0.57608,0.57595,1,10503,0
BZW1,4,0.57613,0.576,1,10504,0
SPDYE4,4,0.57627,0.57613,1,10505,0
ANAPC5,4,0.5763,0.57616,1,10506,0
FOXK2,4,0.57633,0.57619,1,10507,0
ERH,4,0.57638,0.57624,1,10508,0
KLK7,4,0.57649,0.57635,1,10509,0
ZSWIM8,4,0.57652,0.57638,1,10510,0
MAP3K13,4,0.57655,0.57641,1,10511,0
ATP1A4,4,0.5766,0.57646,1,10512,0
SLC10A4,4,0.57665,0.5765,1,10513,0
GOT1L1,4,0.57672,0.57658,1,10514,0
NRXN3,4,0.57686,0.57671,1,10516,0
GIN1,4,0.57686,0.57671,1,10515,0
SMIM9,4,0.5769,0.57675,1,10517,0
DCPS,4,0.57693,0.57678,1,10518,0
GSTO2,4,0.57701,0.57687,1,10519,0
NAT8B,4,0.57705,0.57691,1,10520,0
RWDD3,4,0.57711,0.57697,1,10521,0
AAK1,4,0.57719,0.57706,1,10522,0
NRSN1,4,0.57723,0.5771,1,10523,0
SCRG1,4,0.57726,0.57713,1,10524,0
REG3G,4,0.57731,0.57718,1,10525,0
BLK,4,0.57735,0.57722,1,10526,0
NDN,4,0.57742,0.57729,1,10527,0
ZBTB2,4,0.57746,0.57733,1,10528,0
SLC25A17,4,0.57756,0.57741,1,10530,0
WDR88,4,0.57756,0.57741,1,10529,0
EFHC2,4,0.57764,0.57749,1,10531,0
CUL5,4,0.57772,0.57757,1,10532,0
XRN1,4,0.57775,0.5776,1,10533,0
ASNS,4,0.57778,0.57763,1,10534,0
TUSC5,4,0.57789,0.57772,1,10535,0
KIAA1045,4,0.57793,0.57777,1,10536,0
DLEU7,4,0.57793,0.57777,1,10537,0
XG,4,0.578,0.57783,1,10538,0
PCSK5,4,0.57807,0.5779,1,10539,0
ZNF800,4,0.57811,0.57794,1,10540,0
IL4I1,4,0.57814,0.57796,1,10541,0
FRG1,4,0.57818,0.578,1,10543,0
SNX33,4,0.57818,0.578,1,10542,0
MYO1D,4,0.57822,0.57804,1,10544,0
KIF21B,4,0.57827,0.5781,1,10545,0
ZSCAN1,4,0.5783,0.57813,1,10546,0
SLC22A10,4,0.57833,0.57816,1,10547,0
ITGB4,4,0.57838,0.57821,1,10548,0
RUFY3,4,0.57841,0.57823,1,10549,0
TNNT1,4,0.57844,0.57826,1,10550,0
TCEA3,4,0.57846,0.57829,1,10551,0
ZFAND6,4,0.57852,0.57834,1,10552,0
TMEM177,4,0.57855,0.57838,1,10553,0
TIFA,4,0.5786,0.57842,1,10554,0
FIGNL2,4,0.57868,0.57849,1,10555,0
PEX19,4,0.57871,0.57852,1,10556,0
FAM20C,4,0.57877,0.57857,1,10557,0
CXorf65,4,0.57879,0.5786,1,10558,0
PSMC5,4,0.57882,0.57862,1,10559,0
PHF21B,4,0.57885,0.57866,1,10560,0
GFRA3,4,0.57888,0.57868,1,10561,0
EPB42,4,0.5789,0.57871,1,10562,0
KIAA1683,4,0.57905,0.57887,1,10563,0
AHCY,4,0.57909,0.57891,1,10564,0
CP,4,0.57912,0.57894,1,10565,0
ALDH3A1,4,0.57918,0.57899,1,10566,0
COL6A6,4,0.57926,0.57906,1,10567,0
DEFA5,4,0.57929,0.57909,1,10568,0
OR51E1,4,0.57931,0.57912,1,10569,0
ENPP6,4,0.57934,0.57914,1,10570,0
UBXN2B,4,0.57937,0.57917,1,10571,0
IFT27,4,0.57939,0.5792,1,10572,0
DPP3,4,0.57945,0.57926,1,10573,0
EPB41L4B,4,0.57959,0.5794,1,10574,0
ATRIP,4,0.57961,0.57942,1,10575,0
STK17B,4,0.57964,0.57945,1,10576,0
TENM4,4,0.57975,0.57957,1,10577,0
CT47A9,4,0.57982,0.57963,1,10579,0
SMARCA4,4,0.57982,0.57963,1,10578,0
NEK5,4,0.57989,0.57971,1,10580,0
PCDH19,4,0.57994,0.57976,1,10581,0
C19orf81,4,0.57997,0.57978,1,10582,0
ZDHHC9,4,0.58013,0.57994,1,10583,0
CYTH2,4,0.58025,0.58007,1,10585,0
FREM1,4,0.58025,0.58007,1,10584,0
KRTAP4-3,4,0.58032,0.58014,1,10586,0
LOC283710,4,0.5804,0.58021,1,10587,0
MRRF,4,0.58047,0.58028,1,10588,0
C11orf70,4,0.58051,0.58032,1,10589,0
GABRA3,4,0.58062,0.58043,1,10590,0
PSMD10,4,0.58065,0.58044,1,10591,0
TMEM170A,4,0.5807,0.58051,1,10592,0
ZNF728,4,0.58073,0.58054,1,10593,0
PRRC1,4,0.58076,0.58056,1,10594,0
LHPP,4,0.58081,0.58062,1,10595,0
GALNT18,4,0.58084,0.58065,1,10596,0
ABHD14A,4,0.58092,0.58072,1,10597,0
MSH5,4,0.581,0.5808,1,10598,0
NPHP4,4,0.58103,0.58082,1,10599,0
MGMT,4,0.58106,0.58085,1,10600,0
GRID2IP,4,0.58109,0.58087,1,10601,0
CACTIN,4,0.58111,0.5809,1,10602,0
PHF19,4,0.5812,0.58098,1,10603,0
TRIM41,4,0.58125,0.58102,1,10604,0
CDCP2,4,0.58133,0.58111,1,10605,0
ZNF160,4,0.58139,0.58116,1,10606,0
